frequency,rebalance_date,next_rebalance,ic_pearson,ic_spearman,n_stocks
weekly,1984-07-06,1984-07-13,-0.02455655398609694,-0.02277858007093752,2465
weekly,1984-07-13,1984-07-20,-0.007247824328304908,-0.008224796283682499,2460
weekly,1984-07-20,1984-07-27,0.16652670914058668,0.20063441190227652,2494
weekly,1984-07-27,1984-08-03,0.14264667486224417,0.212560491300657,2490
weekly,1984-08-03,1984-08-10,-0.0014248105219052804,0.05185348148298131,2609
weekly,1984-08-10,1984-08-17,-0.07740741311372586,-0.06320507583325154,2598
weekly,1984-08-17,1984-08-24,0.016612967857152716,0.09857233888108019,2536
weekly,1984-08-24,1984-08-31,-0.10314002046425282,-0.06892720599823547,2530
weekly,1984-08-31,1984-09-07,-0.08587053471407294,-0.09039196113240652,2487
weekly,1984-09-07,1984-09-14,0.09034569660015025,0.1513751411120763,2550
weekly,1984-09-14,1984-09-21,-0.06206041288695176,-0.05386989210871999,2543
weekly,1984-09-21,1984-09-28,0.060908049943170915,0.06183076704199153,2556
weekly,1984-09-28,1984-10-05,-0.040428027211416105,-0.03178664758145639,2523
weekly,1984-10-05,1984-10-12,0.07586209423601371,0.1437167236562893,2476
weekly,1984-10-12,1984-10-19,0.11611040150114639,0.1856506307242367,2478
weekly,1984-10-19,1984-10-26,-0.06628948143805462,-0.07497000086511786,2535
weekly,1984-10-26,1984-11-02,0.10316089082722084,0.14428149273720756,2486
weekly,1984-11-02,1984-11-09,0.06864136264097591,0.11777391215762205,2493
weekly,1984-11-09,1984-11-16,-0.038305931824630365,-0.05119347006147424,2484
weekly,1984-11-16,1984-11-23,0.14698720219252323,0.18499492432362616,2457
weekly,1984-11-23,1984-11-30,0.014591595578816617,0.002603623865523261,2400
weekly,1984-11-30,1984-12-07,0.08016554019156238,0.086979908819518,2429
weekly,1984-12-07,1984-12-14,0.004117388298777498,0.03060325265734487,2421
weekly,1984-12-14,1984-12-21,0.0625934031152971,0.11844636819171157,2417
weekly,1984-12-21,1984-12-28,-0.03204965057011678,-6.153907818634682e-05,2448
weekly,1984-12-28,1985-01-04,-0.19658319396681062,-0.2033051939070261,2438
weekly,1985-01-04,1985-01-11,-0.011149374120805357,0.05739053112941058,2394
weekly,1985-01-11,1985-01-18,-0.08981482145015775,-0.03624994508762349,2470
weekly,1985-01-18,1985-01-25,-0.012103666036367014,0.031237574045241717,2541
weekly,1985-01-25,1985-02-01,-0.11242715335984847,-0.07789780557800045,2584
weekly,1985-02-01,1985-02-08,-0.08262069152006571,-0.03371382441095934,2600
weekly,1985-02-08,1985-02-15,-0.10439918966004902,-0.05185875750726012,2663
weekly,1985-02-15,1985-02-22,-0.07437112543087296,-0.03788233070765262,2647
weekly,1985-02-22,1985-03-01,0.06997021043028301,0.1271861093241518,2624
weekly,1985-03-01,1985-03-08,-0.13143981255190618,-0.1243171699186083,2622
weekly,1985-03-08,1985-03-15,0.0013548992021874347,0.0031756610037779283,2589
weekly,1985-03-15,1985-03-22,0.13449621006427256,0.15898460445841245,2564
weekly,1985-03-22,1985-03-29,0.12398351005224821,0.16631498078195955,2593
weekly,1985-03-29,1985-04-04,-0.03272138469103857,-0.023422101588139458,2579
weekly,1985-04-04,1985-04-12,0.04874182176346539,0.08768387443805689,2548
weekly,1985-04-12,1985-04-19,-0.02102442497059784,0.0038930904700325755,2529
weekly,1985-04-19,1985-04-26,0.029570608032207842,0.0532532036050214,2522
weekly,1985-04-26,1985-05-03,-0.008325214024536867,-0.013321269082928883,2527
weekly,1985-05-03,1985-05-10,0.10028958844487552,0.1584226296556239,2491
weekly,1985-05-10,1985-05-17,0.08832253295290646,0.14945336713769664,2547
weekly,1985-05-17,1985-05-24,-0.013594471153747468,0.022043598000287472,2551
weekly,1985-05-24,1985-05-31,0.05419996294422268,0.08482785820331527,2496
weekly,1985-05-31,1985-06-07,0.03500042063450922,0.08358146683603748,2517
weekly,1985-06-07,1985-06-14,-0.041953125645826976,-0.03426210479709929,2481
weekly,1985-06-14,1985-06-21,0.08881744579864921,0.14116375991144772,2465
weekly,1985-06-21,1985-06-28,-0.010561043340189287,0.04550082558597175,2466
weekly,1985-06-28,1985-07-05,-0.014582078392883188,0.024148764987805185,2502
weekly,1985-07-05,1985-07-12,-0.0037731152797430994,0.03569483663688293,2380
weekly,1985-07-12,1985-07-19,-0.028935921896708038,0.012653394582239528,2481
weekly,1985-07-19,1985-07-26,-0.14693040742054655,-0.12907638872204513,2493
weekly,1985-07-26,1985-08-02,-0.016369310812895693,0.001845478907515422,2497
weekly,1985-08-02,1985-08-09,-0.025997060647393922,-0.022361051669052386,2497
weekly,1985-08-09,1985-08-16,-0.032700412763413234,-0.03515404598440493,2486
weekly,1985-08-16,1985-08-23,0.019952486188573728,0.05549402217896362,2468
weekly,1985-08-23,1985-08-30,-0.022194977563864928,0.029274747208516805,2460
weekly,1985-08-30,1985-09-06,0.02063103874556602,0.03760578604579154,2425
weekly,1985-09-06,1985-09-13,-0.02242935040023642,-0.045665945951247004,2453
weekly,1985-09-13,1985-09-20,0.09829523322918926,0.12316094944156293,2461
weekly,1985-09-20,1985-09-26,0.03963531003508017,0.008819686065050503,2411
weekly,1985-09-26,1985-10-04,0.03229925051529825,0.05499206869542969,2375
weekly,1985-10-04,1985-10-11,0.036733094214623487,0.07093137666588847,2387
weekly,1985-10-11,1985-10-18,-0.028645185222333665,0.027114476972795603,2377
weekly,1985-10-18,1985-10-25,0.006098323378674676,0.03218361297969092,2411
weekly,1985-10-25,1985-11-01,0.0650245574412315,0.11283582941507127,2403
weekly,1985-11-01,1985-11-08,0.041301862325988176,0.09802630389984035,2417
weekly,1985-11-08,1985-11-15,0.024901205160681016,0.07367036539546762,2458
weekly,1985-11-15,1985-11-22,0.02215822199154115,0.06937626059920202,2486
weekly,1985-11-22,1985-11-29,-0.004690425597845299,0.03298201846360005,2485
weekly,1985-11-29,1985-12-06,-0.07143559443590129,-0.042778968188626566,2405
weekly,1985-12-06,1985-12-13,0.09311605717404163,0.15717281104525124,2487
weekly,1985-12-13,1985-12-20,0.05021845323161536,0.08854290644076733,2523
weekly,1985-12-20,1985-12-27,-0.1200872467542843,-0.12224052591460798,2495
weekly,1985-12-27,1986-01-03,-0.13770378095149288,-0.11260790986826684,2476
weekly,1986-01-03,1986-01-10,-0.07648786400033637,-0.07786693231564387,2487
weekly,1986-01-10,1986-01-17,-0.019897904214600616,0.010148695489451503,2474
weekly,1986-01-17,1986-01-24,-0.026542656358359146,-0.019005914787790852,2494
weekly,1986-01-24,1986-01-31,0.07659199134406813,0.14207416555859018,2505
weekly,1986-01-31,1986-02-07,0.06357674316603025,0.102464349351119,2510
weekly,1986-02-07,1986-02-14,0.010785272688939664,0.07229900874820064,2535
weekly,1986-02-14,1986-02-21,0.06775828201947716,0.1135145150310227,2553
weekly,1986-02-21,1986-02-28,-0.05676308993016584,-0.02872453087689686,2562
weekly,1986-02-28,1986-03-07,-0.07659781404902945,-0.02242087532774498,2576
weekly,1986-03-07,1986-03-14,0.10971776185735817,0.1782663183281581,2575
weekly,1986-03-14,1986-03-21,-0.0776483457947895,-0.03548138263319135,2623
weekly,1986-03-21,1986-03-27,0.12340079854474058,0.17339395579467487,2613
weekly,1986-03-27,1986-04-04,-0.1411768450104487,-0.14313372077387893,2618
weekly,1986-04-04,1986-04-11,0.12512665589229982,0.16519022188258586,2580
weekly,1986-04-11,1986-04-18,0.016405977662489208,0.09089959394080672,2582
weekly,1986-04-18,1986-04-25,-0.09222382663969987,-0.07261266234399923,2601
weekly,1986-04-25,1986-05-02,-0.10400459200235697,-0.12229420214545801,2604
weekly,1986-05-02,1986-05-09,0.006672421018458966,0.03099830488398899,2592
weekly,1986-05-09,1986-05-16,-0.05292953918631366,-0.033282566989111785,2651
weekly,1986-05-16,1986-05-23,0.1252138407617441,0.19858729830597216,2613
weekly,1986-05-23,1986-05-30,0.06030077182375096,0.12067961085739914,2568
weekly,1986-05-30,1986-06-06,-0.08743795789414062,-0.06851687607879271,2614
weekly,1986-06-06,1986-06-13,-0.0037980501391081537,0.04305083694923537,2596
weekly,1986-06-13,1986-06-20,0.06615482159414449,0.07650293870217054,2616
weekly,1986-06-20,1986-06-27,0.06279310485155688,0.0972096512789241,2607
weekly,1986-06-27,1986-07-03,0.007525794120232139,0.0671513808164581,2613
weekly,1986-07-03,1986-07-11,-0.020689486790514196,-0.022419405099986526,2588
weekly,1986-07-11,1986-07-18,0.02395144347342171,0.019063272861352103,2537
weekly,1986-07-18,1986-07-25,0.16017205791928205,0.18508399072168047,2541
weekly,1986-07-25,1986-08-01,-0.012649993310050157,-0.023188443840015737,2505
weekly,1986-08-01,1986-08-08,0.11071302846095367,0.14733855983694177,2514
weekly,1986-08-08,1986-08-15,0.1455063574288287,0.21664040703191398,2453
weekly,1986-08-15,1986-08-22,0.06467762208689437,0.0994220398265917,2473
weekly,1986-08-22,1986-08-29,0.045841231864463206,0.08148544080532352,2489
weekly,1986-08-29,1986-09-05,-0.014388312621239008,-0.013994163240557978,2471
weekly,1986-09-05,1986-09-12,-0.11638781179892935,-0.150678274461301,2508
weekly,1986-09-12,1986-09-19,0.06339353080960657,0.07842287375592644,2503
weekly,1986-09-19,1986-09-26,0.013717011845169708,0.061509718600318744,2432
weekly,1986-09-26,1986-10-03,0.017280632313930743,0.04571260657878786,2410
weekly,1986-10-03,1986-10-10,0.07871662325301385,0.1110068439849765,2419
weekly,1986-10-10,1986-10-17,0.043982774162658916,0.08818292027543942,2400
weekly,1986-10-17,1986-10-24,-0.008566893730814495,0.029523335845901146,2385
weekly,1986-10-24,1986-10-31,0.08714338411590415,0.15544708207592695,2449
weekly,1986-10-31,1986-11-07,0.058189255417641944,0.1152398599660077,2458
weekly,1986-11-07,1986-11-14,-0.029020147163721352,-0.029677421799193037,2455
weekly,1986-11-14,1986-11-21,0.05697433803413637,0.09340562873679094,2493
weekly,1986-11-21,1986-11-28,0.05074288649294262,0.10020608571367474,2428
weekly,1986-11-28,1986-12-05,0.03276206986371178,0.0884450815800031,2349
weekly,1986-12-05,1986-12-12,-0.0022209925128129733,-0.009667731877450321,2438
weekly,1986-12-12,1986-12-19,0.13188681949895714,0.1835408068072194,2431
weekly,1986-12-19,1986-12-26,-0.07214268272646554,-0.07318913094447278,2440
weekly,1986-12-26,1987-01-02,-0.14499578939448313,-0.13376453646987724,2316
weekly,1987-01-02,1987-01-09,-0.03833709100710351,0.020476228293992618,2431
weekly,1987-01-09,1987-01-16,0.03111769168090639,0.06894704419304754,2483
weekly,1987-01-16,1987-01-23,0.11250236275903712,0.16363930515699449,2531
weekly,1987-01-23,1987-01-30,0.066988783055228,0.11477229057364506,2543
weekly,1987-01-30,1987-02-06,-0.003176822879357573,0.05487707398531467,2524
weekly,1987-02-06,1987-02-13,-0.07454829464136692,-0.0580262834262215,2566
weekly,1987-02-13,1987-02-20,-0.005206226926698971,0.04800547322319602,2554
weekly,1987-02-20,1987-02-27,-0.05189543467124801,-0.026284677389199304,2579
weekly,1987-02-27,1987-03-06,0.03332987724459642,0.06935708385420901,2597
weekly,1987-03-06,1987-03-13,-0.10020533347774845,-0.06255774111493806,2606
weekly,1987-03-13,1987-03-20,0.09420586477328048,0.13180623127066568,2599
weekly,1987-03-20,1987-03-27,0.005800273711591877,0.026429306693657624,2626
weekly,1987-03-27,1987-04-03,0.06423061115670836,0.09922500869651768,2611
weekly,1987-04-03,1987-04-10,-0.10116550770543199,-0.12245660296139978,2624
weekly,1987-04-10,1987-04-16,0.01701403897306468,0.019805042592334076,2644
weekly,1987-04-16,1987-04-24,-0.07178297140412483,-0.07520724138090473,2593
weekly,1987-04-24,1987-05-01,0.12878489183978126,0.18249265075387383,2630
weekly,1987-05-01,1987-05-08,0.06087527477737042,0.09129614780792293,2587
weekly,1987-05-08,1987-05-15,-0.08717222196668326,-0.0793854552074937,2631
weekly,1987-05-15,1987-05-22,-0.05965732358894115,-0.09229913370371709,2598
weekly,1987-05-22,1987-05-29,0.11520107543120577,0.17856233936926277,2561
weekly,1987-05-29,1987-06-05,0.03897929710364443,0.07950170368914138,2592
weekly,1987-06-05,1987-06-12,0.08018915478539983,0.148226619544714,2561
weekly,1987-06-12,1987-06-19,0.04986987769866516,0.11648464072437428,2598
weekly,1987-06-19,1987-06-26,-0.030510504856830076,-0.01653344578072589,2612
weekly,1987-06-26,1987-07-02,-0.06997443880728965,-0.05072996672599287,2607
weekly,1987-07-02,1987-07-10,0.01952166423384816,0.045913044976755274,2638
weekly,1987-07-10,1987-07-17,0.029751539865903155,0.07213106201887316,2699
weekly,1987-07-17,1987-07-24,-0.05434377082815048,-0.059032322568818095,2731
weekly,1987-07-24,1987-07-31,0.15384821732841036,0.213584490862872,2738
weekly,1987-07-31,1987-08-07,0.0697103567118817,0.11778859156588586,2740
weekly,1987-08-07,1987-08-14,0.1278911378978447,0.18737905200606778,2724
weekly,1987-08-14,1987-08-21,-0.007569932359455215,0.030709696316340303,2741
weekly,1987-08-21,1987-08-28,-0.144256013505876,-0.15354636702973826,2750
weekly,1987-08-28,1987-09-04,-0.18693706981946792,-0.2355989012816199,2716
weekly,1987-09-04,1987-09-11,0.11428938631224804,0.16277525222888523,2724
weekly,1987-09-11,1987-09-18,-0.09404750544512094,-0.10056904304501804,2697
weekly,1987-09-18,1987-09-25,0.06199144839912129,0.10231877353066343,2677
weekly,1987-09-25,1987-10-02,0.12734588126496887,0.20201539066883012,2647
weekly,1987-10-02,1987-10-09,-0.2001473651827294,-0.2264304305995432,2691
weekly,1987-10-09,1987-10-16,-0.14820687537571084,-0.18395239554264403,2677
weekly,1987-10-16,1987-10-23,0.1959071002523685,0.17034278506380865,2688
weekly,1987-10-23,1987-10-30,0.23937560087128487,0.27923311349775465,2498
weekly,1987-10-30,1987-11-06,-0.044292425916586574,-0.006916224083418686,2430
weekly,1987-11-06,1987-11-13,-0.08266143364162408,-0.08308436589076612,2364
weekly,1987-11-13,1987-11-20,0.06637140119168586,0.08517742364612033,2322
weekly,1987-11-20,1987-11-27,0.028882448227554435,0.05479903568887883,2271
weekly,1987-11-27,1987-12-04,-2.9590044842895618e-05,-0.02965001754004231,2137
weekly,1987-12-04,1987-12-11,0.23477533343344711,0.28698159297304193,2238
weekly,1987-12-11,1987-12-18,-0.07736954560270838,-0.01281854921362681,2205
weekly,1987-12-18,1987-12-24,-0.020094373653523404,0.007668977954276152,2276
weekly,1987-12-24,1987-12-31,-0.058950470897868285,-0.032973088521533196,2258
weekly,1987-12-31,1988-01-08,-0.2595239449385413,-0.2660671830834374,2340
weekly,1988-01-08,1988-01-15,0.1490177384077519,0.18740727054761083,2324
weekly,1988-01-15,1988-01-22,-0.11115918559986376,-0.10740502341926059,2293
weekly,1988-01-22,1988-01-29,0.13603794818565312,0.17868944501771122,2306
weekly,1988-01-29,1988-02-05,-0.06980995324309831,-0.053114406624114374,2294
weekly,1988-02-05,1988-02-12,0.017569577385250248,0.07332193808270909,2303
weekly,1988-02-12,1988-02-19,0.01874447358698732,0.07796068430693072,2316
weekly,1988-02-19,1988-02-26,-0.08898846737552163,-0.058670174381843014,2303
weekly,1988-02-26,1988-03-04,-0.05489122618465584,-0.015613847520977633,2352
weekly,1988-03-04,1988-03-11,-0.15021483326804522,-0.1382748347875043,2410
weekly,1988-03-11,1988-03-18,0.05864314082736231,0.12294900679338719,2463
weekly,1988-03-18,1988-03-25,-0.1291345581281675,-0.1594549204513381,2512
weekly,1988-03-25,1988-03-31,-0.12948726788280646,-0.12297180085770507,2420
weekly,1988-03-31,1988-04-08,0.12603674954712032,0.19974549755935017,2512
weekly,1988-04-08,1988-04-15,-0.13040145923426535,-0.12652224479697083,2508
weekly,1988-04-15,1988-04-22,-0.011282763525595683,0.014926365671635189,2496
weekly,1988-04-22,1988-04-29,-0.058110078562443525,-0.04059623090849846,2401
weekly,1988-04-29,1988-05-06,-0.09691537570988826,-0.10444148979321244,2471
weekly,1988-05-06,1988-05-13,0.03751663903718823,0.07489479259397283,2448
weekly,1988-05-13,1988-05-20,-0.02958978805846834,-0.0352799556704597,2391
weekly,1988-05-20,1988-05-27,0.05478813652666644,0.09005715342526936,2397
weekly,1988-05-27,1988-06-03,0.2345787155283897,0.3313255305060004,2300
weekly,1988-06-03,1988-06-10,-0.002379749954722258,0.07692362067119739,2377
weekly,1988-06-10,1988-06-17,-0.07246474948029787,-0.03589702469516854,2365
weekly,1988-06-17,1988-06-24,0.009991652707600607,0.07503318579957988,2398
weekly,1988-06-24,1988-07-01,-0.14981513549835915,-0.13625038853333166,2391
weekly,1988-07-01,1988-07-08,-0.06082681071749151,-0.04317493164714102,2432
weekly,1988-07-08,1988-07-15,-0.049696442060645,-0.026190107393594356,2418
weekly,1988-07-15,1988-07-22,-0.1695676271372547,-0.2065722325280771,2389
weekly,1988-07-22,1988-07-29,0.17512403415593858,0.20476547350891344,2400
weekly,1988-07-29,1988-08-05,-0.043249778860848694,-0.02825795747442567,2394
weekly,1988-08-05,1988-08-12,-0.09690913100151469,-0.12416509200908359,2355
weekly,1988-08-12,1988-08-19,-0.00662935205017406,0.00759990019018291,2337
weekly,1988-08-19,1988-08-26,0.047936201219164344,0.06919078633738772,2291
weekly,1988-08-26,1988-09-02,0.03240779780273028,0.08406674715950131,2256
weekly,1988-09-02,1988-09-09,-0.007010060959454104,0.06840720303261334,2281
weekly,1988-09-09,1988-09-16,0.06585134451216532,0.09500455172788391,2387
weekly,1988-09-16,1988-09-23,-0.04329400871919736,-0.034775511489015726,2312
weekly,1988-09-23,1988-09-30,0.018939543808313215,0.0665312873169147,2369
weekly,1988-09-30,1988-10-07,0.1925935143461548,0.25299199583213045,2375
weekly,1988-10-07,1988-10-14,-0.06945830311558551,-0.08368876106108263,2316
weekly,1988-10-14,1988-10-21,0.11384898096442435,0.15515934135016743,2281
weekly,1988-10-21,1988-10-28,-0.09664094593692688,-0.10732125666585986,2330
weekly,1988-10-28,1988-11-04,0.009980437002038689,0.01835621452708943,2276
weekly,1988-11-04,1988-11-11,-0.1332354160282875,-0.15560338367682425,2296
weekly,1988-11-11,1988-11-18,0.12195067704673455,0.1339950522918427,2273
weekly,1988-11-18,1988-11-25,-0.0013292283930237488,0.069025127156561,2262
weekly,1988-11-25,1988-12-02,0.014506673498995036,0.09682489193755063,2065
weekly,1988-12-02,1988-12-09,0.03917077503581519,0.07398296075300693,2277
weekly,1988-12-09,1988-12-16,-0.044251488163235674,-0.024777879402600976,2319
weekly,1988-12-16,1988-12-23,0.012695097468067974,0.039668469988113145,2339
weekly,1988-12-23,1988-12-30,-0.07840760516057824,-0.07248217686438477,2222
weekly,1988-12-30,1989-01-06,-0.06899087870658924,-0.05295545715395555,2369
weekly,1989-01-06,1989-01-13,0.04453204298194324,0.0984422809795928,2353
weekly,1989-01-13,1989-01-20,-0.01074854115172053,0.025488124084802843,2309
weekly,1989-01-20,1989-01-27,0.028203580998797443,0.09915094061962978,2301
weekly,1989-01-27,1989-02-03,-0.0031822633211839265,0.04428919533191239,2325
weekly,1989-02-03,1989-02-10,-0.09361701592160601,-0.08552659437358093,2333
weekly,1989-02-10,1989-02-17,0.025463693374395486,0.09074506593228174,2333
weekly,1989-02-17,1989-02-24,-0.06338484635258093,-0.06807041196827131,2338
weekly,1989-02-24,1989-03-03,-0.023368829677517158,0.039672263283488114,2311
weekly,1989-03-03,1989-03-10,-0.09539050316864194,-0.06400766082322273,2311
weekly,1989-03-10,1989-03-17,-0.0001796687730130835,0.02537691857686113,2365
weekly,1989-03-17,1989-03-23,-0.09806931585406765,-0.11002427153926043,2367
weekly,1989-03-23,1989-03-31,0.06146224317820205,0.11921744902303888,2351
weekly,1989-03-31,1989-04-07,0.029926854627063643,0.10470635611502557,2387
weekly,1989-04-07,1989-04-14,-0.0071270251536331725,0.06592508769976357,2315
weekly,1989-04-14,1989-04-21,0.021381310919078154,0.08731865827266225,2350
weekly,1989-04-21,1989-04-28,0.015236821950725087,0.051027332339798004,2347
weekly,1989-04-28,1989-05-05,-0.043608575218357246,-0.024365584844103505,2356
weekly,1989-05-05,1989-05-12,0.0750380590694576,0.14421455849632892,2359
weekly,1989-05-12,1989-05-19,0.09107747150773664,0.17535835570313468,2378
weekly,1989-05-19,1989-05-26,0.003124193508588617,0.045726863839214926,2396
weekly,1989-05-26,1989-06-02,0.004967544713459195,0.07329646960829195,2332
weekly,1989-06-02,1989-06-09,-0.01647983803384961,0.03574658063600818,2387
weekly,1989-06-09,1989-06-16,-0.0916883947568133,-0.0955199173644966,2371
weekly,1989-06-16,1989-06-23,0.10121335812614589,0.14222027580154095,2313
weekly,1989-06-23,1989-06-30,-0.021679298225719935,-0.042812646747726536,2360
weekly,1989-06-30,1989-07-07,0.05197662871015625,0.12957543236221902,2374
weekly,1989-07-07,1989-07-14,0.02536531091801757,0.09916900604494658,2351
weekly,1989-07-14,1989-07-21,-0.028855302495892275,0.0034850030199868147,2358
weekly,1989-07-21,1989-07-28,0.11828527633452635,0.17450708279440957,2371
weekly,1989-07-28,1989-08-04,0.05610980761192545,0.10597144880968881,2357
weekly,1989-08-04,1989-08-11,0.040160198033376254,0.08232203028612996,2336
weekly,1989-08-11,1989-08-18,0.0009399865667077346,0.027615039563225818,2344
weekly,1989-08-18,1989-08-25,0.05479782904557121,0.09113364870401433,2310
weekly,1989-08-25,1989-09-01,0.019723729506431767,0.06467380564412137,2344
weekly,1989-09-01,1989-09-08,-0.15067484274164744,-0.168023116460924,2310
weekly,1989-09-08,1989-09-15,-0.0632370367708796,-0.06935937797818605,2359
weekly,1989-09-15,1989-09-22,0.03637271902166895,0.06588159332373508,2309
weekly,1989-09-22,1989-09-29,0.013990152178726744,0.06805227550179288,2299
weekly,1989-09-29,1989-10-06,0.10876395250590778,0.16535283600961503,2314
weekly,1989-10-06,1989-10-13,-0.1555091285147839,-0.16844846149589263,2325
weekly,1989-10-13,1989-10-20,0.1549082337380387,0.19485776737953495,2345
weekly,1989-10-20,1989-10-27,-0.05901463095980592,-0.08629747246217535,2301
weekly,1989-10-27,1989-11-03,0.06215351375096983,0.1104579803909552,2264
weekly,1989-11-03,1989-11-10,0.06158295369599884,0.12617520506519017,2211
weekly,1989-11-10,1989-11-17,0.019309093758489205,0.0635500345968664,2200
weekly,1989-11-17,1989-11-24,0.04636131043307329,0.08583534974878028,2228
weekly,1989-11-24,1989-12-01,0.05162012663622551,0.12252090169690795,2071
weekly,1989-12-01,1989-12-08,-0.03300313287122542,-0.01806743832542034,2209
weekly,1989-12-08,1989-12-15,0.06770570636047864,0.0791127002858647,2233
weekly,1989-12-15,1989-12-22,0.06792673743760104,0.08546276885620958,2268
weekly,1989-12-22,1989-12-29,0.0469701405779475,0.12384465701679101,2193
weekly,1989-12-29,1990-01-05,-0.08203819616178164,-0.07856765997648694,2280
weekly,1990-01-05,1990-01-12,-0.09583590529585301,-0.11095957509846323,2236
weekly,1990-01-12,1990-01-19,-0.017502646836046267,0.0007414869058442891,2221
weekly,1990-01-19,1990-01-26,0.023076409464284867,0.016501329262534968,2165
weekly,1990-01-26,1990-02-02,0.1851917951399004,0.2406611830333433,2152
weekly,1990-02-02,1990-02-09,-0.028870028120275865,0.005484985384716606,2115
weekly,1990-02-09,1990-02-16,-0.04590448359035473,-0.03846707595234373,2118
weekly,1990-02-16,1990-02-23,-0.10026697837545202,-0.11437814580180675,2100
weekly,1990-02-23,1990-03-02,0.16971181775791336,0.2518595680094247,2118
weekly,1990-03-02,1990-03-09,-0.05569484626796412,-0.022206944177697228,2136
weekly,1990-03-09,1990-03-16,-0.028914638249890507,0.01206618401065302,2133
weekly,1990-03-16,1990-03-23,-0.0791474407453401,-0.08511196434512228,2169
weekly,1990-03-23,1990-03-30,0.006156873757032085,0.037837918760874986,2156
weekly,1990-03-30,1990-04-06,0.0150529745807335,0.04528500633329784,2156
weekly,1990-04-06,1990-04-12,0.05895186052142004,0.07920166000106757,2158
weekly,1990-04-12,1990-04-20,-0.0880688548854636,-0.1256257419802157,2154
weekly,1990-04-20,1990-04-27,-0.0892510677168204,-0.10963018025453183,2139
weekly,1990-04-27,1990-05-04,0.138589613042092,0.19370901368022467,2088
weekly,1990-05-04,1990-05-11,0.110644787692996,0.1929474026332051,2127
weekly,1990-05-11,1990-05-18,-0.024525423668100958,0.040185897753420866,2163
weekly,1990-05-18,1990-05-25,-0.08738707214864457,-0.05867969824940294,2173
weekly,1990-05-25,1990-06-01,0.02844452368991542,0.09856172360684401,2188
weekly,1990-06-01,1990-06-08,-0.10647976086798719,-0.08678131076707582,2202
weekly,1990-06-08,1990-06-15,-0.017508223550300236,0.031638555235711525,2183
weekly,1990-06-15,1990-06-22,-0.0813914591449242,-0.07260471896960867,2190
weekly,1990-06-22,1990-06-29,-0.04386800016965187,-0.013238380079587882,2202
weekly,1990-06-29,1990-07-06,0.01807882046638359,0.04691638058107063,2244
weekly,1990-07-06,1990-07-13,0.09052977548828918,0.13663395620751645,2178
weekly,1990-07-13,1990-07-20,-0.05345994953780724,-0.051881194388221676,2263
weekly,1990-07-20,1990-07-27,-0.03155249796740148,-0.012684931554422255,2185
weekly,1990-07-27,1990-08-03,0.14968706663125084,0.13377901337834877,2161
weekly,1990-08-03,1990-08-10,-0.030741616307133277,-0.04212611835024949,2190
weekly,1990-08-10,1990-08-17,0.08180621524719332,0.09022082225004177,2112
weekly,1990-08-17,1990-08-24,0.12035522954194958,0.10070187382478397,2129
weekly,1990-08-24,1990-08-31,-0.03320274476578984,0.017909835478767736,2089
weekly,1990-08-31,1990-09-07,0.038343038396472955,0.07984587932755553,2021
weekly,1990-09-07,1990-09-14,-0.08111637987249866,-0.0841228772219039,2023
weekly,1990-09-14,1990-09-21,0.03418104117117266,0.055388302780218994,2024
weekly,1990-09-21,1990-09-28,0.1843707180989584,0.18966315998397862,2041
weekly,1990-09-28,1990-10-05,0.06398490561323274,0.09163991361182386,2000
weekly,1990-10-05,1990-10-12,0.04611556174333586,0.024652502387185044,1926
weekly,1990-10-12,1990-10-19,0.12601321080144737,0.18268777510097464,1930
weekly,1990-10-19,1990-10-26,-0.05016793368741945,-0.03426921105400346,1918
weekly,1990-10-26,1990-11-02,0.1278131321386509,0.175225852873096,1883
weekly,1990-11-02,1990-11-09,0.053127494160877815,0.09965577253186626,1860
weekly,1990-11-09,1990-11-16,-0.025697321826148544,0.022115906451860692,1895
weekly,1990-11-16,1990-11-23,-0.07582310522181195,-0.06401256169093697,1913
weekly,1990-11-23,1990-11-30,-0.007288232297451921,0.05517276398551812,1793
weekly,1990-11-30,1990-12-07,0.011722072339440328,0.03999802139031576,1946
weekly,1990-12-07,1990-12-14,0.005890249178669174,0.030170530270796535,1956
weekly,1990-12-14,1990-12-21,0.05924880946424779,0.11669878748071753,1945
weekly,1990-12-21,1990-12-28,-0.03086011579010604,-0.023410765709443598,1980
weekly,1990-12-28,1991-01-04,-0.18013156838261024,-0.2220949078453956,1967
weekly,1991-01-04,1991-01-11,0.02817249677384274,0.015931335061460015,1898
weekly,1991-01-11,1991-01-18,0.22580050172102795,0.29107206853597656,1888
weekly,1991-01-18,1991-01-25,-0.17939402911226854,-0.12768226131485771,1888
weekly,1991-01-25,1991-02-01,-0.19264205255238637,-0.18752785068765376,1966
weekly,1991-02-01,1991-02-08,0.023650115255429902,0.06461796078801293,2050
weekly,1991-02-08,1991-02-15,-0.04615536336134883,0.004173978104317939,2109
weekly,1991-02-15,1991-02-22,-0.0900711040189484,-0.08325305443999326,2175
weekly,1991-02-22,1991-03-01,-0.056109892106858045,-0.017743190075870253,2165
weekly,1991-03-01,1991-03-08,-0.136507905810358,-0.11498086085463194,2191
weekly,1991-03-08,1991-03-15,-0.05121702013985141,-0.018831585045521276,2219
weekly,1991-03-15,1991-03-22,-0.10734796144931395,-0.0949630721703866,2208
